country,year,demo_score,gdp
Canada,2014,NA,42817
China,2014,NA,12609
Denmark,2014,NA,42777
Egypt,2014,NA,10792
France,2014,NA,37218
Germany,2014,NA,43444
India,2014,NA,5565
Iran,2014,NA,15573
Israel,2014,NA,31180
Italy,2014,NA,33078
Japan,2014,NA,35635
Jordan,2014,NA,11496
South Korea,2014,NA,33629
Netherlands,2014,NA,45281
Pakistan,2014,NA,4619
Russia,2014,NA,23293
Saudi Arabia,2014,NA,52096
Singapore,2014,NA,78958
Spain,2014,NA,32270
Sweden,2014,NA,44029
Turkey,2014,NA,18884
United Kingdom,2014,NA,37614
United States,2014,NA,52118
Australia,2015,NA,44056
Brazil,2015,NA,15441
Canada,2015,NA,43294
China,2015,NA,13334
Denmark,2015,NA,43495
Egypt,2015,NA,11031
France,2015,NA,37599
Germany,2015,NA,44053
India,2015,NA,5903
Iran,2015,NA,15573
Israel,2015,NA,31590
Italy,2015,NA,33297
Japan,2015,NA,36162
Jordan,2015,NA,11752
South Korea,2015,NA,34644
Netherlands,2015,NA,45784
Pakistan,2015,NA,4743
Russia,2015,NA,23038
Saudi Arabia,2015,NA,52469
Singapore,2015,NA,80794
Spain,2015,NA,32979
Sweden,2015,NA,44892
Turkey,2015,NA,19360
United Kingdom,2015,NA,38225
United States,2015,NA,53354
