"country","year","demo_score","gdp","life_expectancy"
"Saudi Arabia",1998,-10,"37671",76.3
"Saudi Arabia",1999,-10,"36746",76.6
"Saudi Arabia",2000,-10,"37531",76.8
"Saudi Arabia",2001,-10,"36387",77.1
"Saudi Arabia",2002,-10,"34875",77.2
"Saudi Arabia",2003,-10,"35859",77.4
"Saudi Arabia",2004,-10,"37556",77.5
"Saudi Arabia",2005,-10,"38892",77.8
"Saudi Arabia",2006,-10,"39958",77.9
"Saudi Arabia",2007,-10,"41464",78.2
"Saudi Arabia",2008,-10,"44189",78.3
"Saudi Arabia",2009,-10,"44276",78.5
"Saudi Arabia",2010,-10,"45598",78.7
"Saudi Arabia",2011,-10,"49230",78.9
"Singapore",1959,7,"4656",64.54
"Singapore",1960,7,"4990",65.02
"Singapore",1961,7,"5520",65.41
"Singapore",1962,7,"5372",65.72
"Singapore",1963,4,"5722",65.97
"Singapore",1964,1,"5613",66.16
"Singapore",1965,-2,"6141",66.31
"Singapore",1966,-2,"6659",66.46
"Singapore",1967,-2,"7331",66.63
"Singapore",1968,-2,"8209",66.84
"Singapore",1969,-2,"9207",67.09
"Singapore",1970,-2,"10336",67.4
"Singapore",1971,-2,"11389",67.75
"Singapore",1972,-2,"12711",68.12
"Singapore",1973,-2,"13889",68.5
"Singapore",1974,-2,"14499",68.88
"Singapore",1975,-2,"14743",69.26
"Singapore",1976,-2,"15590",69.62
"Singapore",1977,-2,"16589",69.98
"Singapore",1978,-2,"17799",70.34
"Singapore",1979,-2,"19252",70.68
"Singapore",1980,-2,"20882",71.04
"Singapore",1981,-2,"21889",71.39
"Singapore",1982,-2,"22467",71.74
"Singapore",1983,-2,"24095",72.11
"Singapore",1984,-2,"25649",72.49
"Singapore",1985,-2,"25245",72.87
"Singapore",1986,-2,"25812",73.27
"Singapore",1987,-2,"27957",73.68
"Singapore",1988,-2,"30453",74.1
"Singapore",1989,-2,"32597",74.51
"Singapore",1990,-2,"34316",74.9
"Singapore",1991,-2,"35583",75.6
"Singapore",1992,-2,"36978",76
"Singapore",1993,-2,"40213",76.2
"Singapore",1994,-2,"43231",76.3
"Singapore",1995,-2,"44884",76.4
"Singapore",1996,-2,"46342",76.7
"Singapore",1997,-2,"48528",77.2
"Singapore",1998,-2,"45863",77.6
"Singapore",1999,-2,"48271",78
"Singapore",2000,-2,"51663",78.3
"Singapore",2001,-2,"49809",78.6
"Singapore",2002,-2,"51435",78.9
"Singapore",2003,-2,"54515",79.3
"Singapore",2004,-2,"58977",79.8
"Singapore",2005,-2,"61921",80
"Singapore",2006,-2,"65331",80.2
"Singapore",2007,-2,"68375",80.4
"Singapore",2008,-2,"65991",80.6
"Singapore",2009,-2,"63644",81
"Singapore",2010,-2,"72056",81.3
"Singapore",2011,-2,"74949",81.5
"Spain",1800,-10,"1518",29.5
"Spain",1801,-10,"1518",29.5
"Spain",1802,-10,"1518",29.5
"Spain",1803,-10,"1518",29.5
"Spain",1804,-10,"1519",29.5
"Spain",1805,-10,"1519",29.5
"Spain",1806,-10,"1519",29.5
"Spain",1807,-10,"1519",29.5
"Spain",1808,-10,"1520",29.5
"Spain",1809,-10,"1520",29.5
"Spain",1810,-10,"1520",29.5
"Spain",1811,-10,"1520",29.5
"Spain",1812,-10,"1521",29.5
"Spain",1813,-10,"1521",29.5
"Spain",1814,-9,"1521",29.5
"Spain",1815,-9,"1521",29.5
"Spain",1816,-9,"1521",29.5
"Spain",1817,-9,"1522",29.5
"Spain",1818,-9,"1522",29.5
"Spain",1819,-9,"1522",29.5
"Spain",1820,-4,"1522",29.5
"Spain",1821,-4,"1526",29.5
"Spain",1822,-4,"1530",29.5
"Spain",1823,-6,"1533",29.5
"Spain",1824,-6,"1537",29.5
"Spain",1825,-6,"1541",29.5
"Spain",1826,-6,"1545",29.5
"Spain",1827,-6,"1548",29.5
"Spain",1828,-6,"1552",29.5
"Spain",1829,-6,"1556",29.5
"Spain",1830,-6,"1560",29.5
"Spain",1831,-6,"1563",29.5
"Spain",1832,-6,"1567",29.5
"Spain",1833,-6,"1571",29.5
"Spain",1834,-6,"1575",29.5
"Spain",1835,-6,"1578",29.5
"Spain",1836,-3,"1582",29.5
"Spain",1837,-1,"1586",29.5
"Spain",1838,-1,"1590",29.5
"Spain",1839,-1,"1594",29.5
"Spain",1840,-1,"1598",29.5
"Spain",1841,-1,"1601",29.5
"Spain",1842,-1,"1605",29.5
"Spain",1843,-1,"1609",29.5
"Spain",1844,-1,"1613",29.5
"Spain",1845,-2,"1617",29.5
"Spain",1846,-2,"1621",29.5
"Spain",1847,-2,"1625",29.5
"Spain",1848,-2,"1629",29.5
"Spain",1849,-2,"1633",29.5
"Spain",1850,-2,"1637",29.5
"Spain",1851,-2,"1653",29.5
"Spain",1852,-5,"1719",29.5
"Spain",1853,-5,"1724",29.5
"Spain",1854,-5,"1747",29.5
"Spain",1855,-5,"1825",29.5
"Spain",1856,-5,"1767",29.5
"Spain",1857,-5,"1719",29.5
"Spain",1858,-5,"1752",29.5
"Spain",1859,-6,"1823",29.5
"Spain",1860,-6,"1878",29.5
"Spain",1861,-6,"1897",29.5
"Spain",1862,-6,"1903",29.5
"Spain",1863,-6,"1941",29.5
"Spain",1864,-6,"1937",29.5
"Spain",1865,-6,"1871",29.5
"Spain",1866,-6,"1962",29.5
"Spain",1867,-6,"1951",29.5
"Spain",1868,-4,"1748",29.5
"Spain",1869,-2,"1798",29.5
"Spain",1870,-1,"1837",29.5
"Spain",1871,1,"1976",29.5
"Spain",1872,1,"2242",29.5
"Spain",1873,-5,"2432",29.5
"Spain",1874,-4,"2221",29.5
"Spain",1875,-2,"2279",29.5
"Spain",1876,-1,"2314",29.5
"Spain",1877,-1,"2542",29.5
"Spain",1878,-1,"2465",29.5
"Spain",1879,4,"2317",29.5
"Spain",1880,4,"2509",29.5
"Spain",1881,4,"2559",29.5
"Spain",1882,4,"2579",29.5
"Spain",1883,4,"2623",29.76
"Spain",1884,4,"2616",30.02
"Spain",1885,4,"2533",30.28
"Spain",1886,4,"2466",30.54
"Spain",1887,4,"2419",30.8
"Spain",1888,4,"2505",31.06
"Spain",1889,4,"2488",31.32
"Spain",1890,5,"2479",31.58
"Spain",1891,5,"2524",31.84
"Spain",1892,5,"2702",32.1
"Spain",1893,5,"2596",32.44
"Spain",1894,5,"2614",32.78
"Spain",1895,4,"2580",33.11
"Spain",1896,4,"2364",33.45
"Spain",1897,4,"2473",33.79
"Spain",1898,4,"2653",34.13
"Spain",1899,4,"2684",34.46
"Spain",1900,6,"2730",34.8
"Spain",1901,6,"2906",35.63
"Spain",1902,6,"2803",36.46
"Spain",1903,6,"2797",37.29
"Spain",1904,6,"2769",38.13
"Spain",1905,6,"2719",38.96
"Spain",1906,6,"2832",39.79
"Spain",1907,6,"2902",40.62
"Spain",1908,6,"2995",41.45
"Spain",1909,6,"3027",41.06
"Spain",1910,6,"2901",40.92
"Spain",1911,6,"3096",39.8
"Spain",1912,6,"3060",43.53
"Spain",1913,6,"3171",42.56
"Spain",1914,6,"3115",42.84
"Spain",1915,6,"3152",43.05
"Spain",1916,6,"3285",43.98
"Spain",1917,6,"3232",42.63
"Spain",1918,6,"3196",30.29
"Spain",1919,6,"3202",41.12
"Spain",1920,6,"3420",39.31
"Spain",1921,6,"3497",42.03
"Spain",1922,6,"3633",44.21
"Spain",1923,-7,"3665",44.75
"Spain",1924,-7,"3754",46.3
"Spain",1925,-6,"3970",46.95
"Spain",1926,-6,"3939",47.76
"Spain",1927,-6,"4261",48.49
"Spain",1928,-6,"4259",48.67
"Spain",1929,-6,"4540",49.49
"Spain",1930,1,"4367",49.34
"Spain",1931,7,"4237",49.25
"Spain",1932,7,"4311",51.2
"Spain",1933,7,"4209",51.6
"Spain",1934,7,"4349",52.24
"Spain",1935,7,"4417",52.72
"Spain",1936,7,"3418",50.9
"Spain",1937,7,"3122",47.22
"Spain",1938,7,"3106",47.53
"Spain",1939,-7,"3337",47.09
"Spain",1940,-7,"3643",48.39
"Spain",1941,-7,"3570",47.16
"Spain",1942,-7,"3756",52.48
"Spain",1943,-7,"3881",54.84
"Spain",1944,-7,"4047",56.24
"Spain",1945,-7,"3760",57.83
"Spain",1946,-7,"3914",57.56
"Spain",1947,-7,"3963",59.32
"Spain",1948,-7,"3957",61.26
"Spain",1949,-7,"3916",61
"Spain",1950,-7,"3993",61.85
"Spain",1951,-7,"4369",61.5
"Spain",1952,-7,"4701",64.92
"Spain",1953,-7,"4660",65.79
"Spain",1954,-7,"4987",66.98
"Spain",1955,-7,"5158",66.75
"Spain",1956,-7,"5546",66.79
"Spain",1957,-7,"5692",66.63
"Spain",1958,-7,"5904",68.82
"Spain",1959,-7,"5735",68.74
"Spain",1960,-7,"5792",69.23
"Spain",1961,-7,"6498",69.62
"Spain",1962,-7,"7206",69.65
"Spain",1963,-7,"7896",69.81
"Spain",1964,-7,"8611",70.54
"Spain",1965,-7,"9106",70.95
"Spain",1966,-7,"9700",71.2
"Spain",1967,-7,"10252",71.39
"Spain",1968,-7,"10767",71.68
"Spain",1969,-7,"11650",71.21
"Spain",1970,-7,"12233",72.19
"Spain",1971,-7,"12834",71.79
"Spain",1972,-7,"13790",73
"Spain",1973,-7,"14908",72.78
"Spain",1974,-7,"15885",73.16
"Spain",1975,-3,"16296",73.49
"Spain",1976,1,"16818",73.81
"Spain",1977,5,"17305",74.32
"Spain",1978,9,"17707",74.51
"Spain",1979,9,"17825",75.05
"Spain",1980,9,"18119",75.53
"Spain",1981,9,"18116",75.67
"Spain",1982,10,"18358",76.22
"Spain",1983,10,"18754",76
"Spain",1984,10,"18970",76.38
"Spain",1985,10,"19300",76.34
"Spain",1986,10,"19881",76.59
"Spain",1987,10,"20953",76.82
"Spain",1988,10,"22036",76.82
"Spain",1989,10,"23141",76.89
"Spain",1990,10,"24126",76.9
"Spain",1991,10,"24684",77
"Spain",1992,10,"24831",77.4
"Spain",1993,10,"24498",77.6
"Spain",1994,10,"25015",77.8
"Spain",1995,10,"25645",77.9
"Spain",1996,10,"26270",78.1
"Spain",1997,10,"27167",78.6
"Spain",1998,10,"28238",78.8
"Spain",1999,10,"29353",78.8
"Spain",2000,10,"30647",79.2
"Spain",2001,10,"31488",79.5
"Spain",2002,10,"31866",79.6
"Spain",2003,10,"32293",79.6
"Spain",2004,10,"32745",80
"Spain",2005,10,"33396",80.3
"Spain",2006,10,"34206",80.7
"Spain",2007,10,"34845",80.8
"Spain",2008,10,"34676",81.1
"Spain",2009,10,"33142",81.5
"Spain",2010,10,"32994",81.8
"Spain",2011,10,"32674",82
"Sweden",1800,-10,"1414",32.16
"Sweden",1801,-10,"1402",36.9
"Sweden",1802,-10,"1467",40.2
"Sweden",1803,-10,"1453",40.28
"Sweden",1804,-10,"1358",39.7
"Sweden",1805,-10,"1446",41.05
"Sweden",1806,-10,"1462",36.17
"Sweden",1807,-10,"1401",38.76
"Sweden",1808,-10,"1327",30.15
"Sweden",1809,-9,"1266",26.9
"Sweden",1810,-9,"1368",31.99
"Sweden",1811,-9,"1470",34.58
"Sweden",1812,-8,"1376",35.07
"Sweden",1813,-8,"1403",36.49
"Sweden",1814,-8,"1414",38.57
"Sweden",1815,-8,"1464",40.42
"Sweden",1816,-8,"1492",41.74
"Sweden",1817,-8,"1449",40.29
"Sweden",1818,-8,"1462",40.02
"Sweden",1819,-8,"1449",36.97
"Sweden",1820,-8,"1469",40.23
"Sweden",1821,-8,"1514",38.14
"Sweden",1822,-8,"1521",42.76
"Sweden",1823,-8,"1505",45.19
"Sweden",1824,-8,"1546",44.97
"Sweden",1825,-8,"1587",45.24
"Sweden",1826,-8,"1591",43.08
"Sweden",1827,-8,"1517",42.64
"Sweden",1828,-8,"1544",37.74
"Sweden",1829,-8,"1566",36.18
"Sweden",1830,-8,"1527",40.97
"Sweden",1831,-8,"1557",38.98
"Sweden",1832,-8,"1516",40.84
"Sweden",1833,-8,"1564",42.5
"Sweden",1834,-8,"1585",38.53
"Sweden",1835,-8,"1579",47.14
"Sweden",1836,-8,"1630",45.13
"Sweden",1837,-8,"1618",39.57
"Sweden",1838,-8,"1592",39.98
"Sweden",1839,-8,"1610",39.88
"Sweden",1840,-8,"1634",43.98
"Sweden",1841,-8,"1613",45.17
"Sweden",1842,-7,"1537",42.8
"Sweden",1843,-7,"1571",42.82
"Sweden",1844,-7,"1639",44.03
"Sweden",1845,-7,"1677",45.99
"Sweden",1846,-7,"1620",42.04
"Sweden",1847,-7,"1663",40.12
"Sweden",1848,-7,"1681",45.13
"Sweden",1849,-7,"1743",44.5
"Sweden",1850,-7,"1789",44.69
"Sweden",1851,-7,"1754",43.62
"Sweden",1852,-7,"1717",41.35
"Sweden",1853,-7,"1740",39.99
"Sweden",1854,-7,"1758",44.55
"Sweden",1855,-5,"1867",43.08
"Sweden",1856,-5,"1848",42.14
"Sweden",1857,-5,"1899",34.64
"Sweden",1858,-5,"1922",42
"Sweden",1859,-5,"1992",44.27
"Sweden",1860,-5,"2029",48.47
"Sweden",1861,-5,"1949",47.12
"Sweden",1862,-5,"1890",42.55
"Sweden",1863,-5,"1971",45.38
"Sweden",1864,-5,"2007",44.77
"Sweden",1865,-5,"2042",45.4
"Sweden",1866,-5,"2009",44.73
"Sweden",1867,-5,"2039",46.18
"Sweden",1868,-5,"1856",43.23
"Sweden",1869,-5,"1989",40.96
"Sweden",1870,-4,"2243",45.01
"Sweden",1871,-4,"2321",48.98
"Sweden",1872,-4,"2363",50.08
"Sweden",1873,-4,"2391",48.68
"Sweden",1874,-4,"2481",44.28
"Sweden",1875,-4,"2393",44.61
"Sweden",1876,-4,"2545",44.82
"Sweden",1877,-4,"2488",46.05
"Sweden",1878,-4,"2400",46.73
"Sweden",1879,-4,"2532",48.92
"Sweden",1880,-4,"2472",47.62
"Sweden",1881,-4,"2561",48.5
"Sweden",1882,-4,"2467",48.59
"Sweden",1883,-4,"2654",49.05
"Sweden",1884,-4,"2597",49.17
"Sweden",1885,-4,"2644",48.94
"Sweden",1886,-4,"2671",50.6
"Sweden",1887,-4,"2592",51.46
"Sweden",1888,-4,"2634",52.35
"Sweden",1889,-4,"2674",52.3
"Sweden",1890,-4,"2735",50.48
"Sweden",1891,-4,"2885",51.09
"Sweden",1892,-4,"2847",50.61
"Sweden",1893,-4,"2917",51.36
"Sweden",1894,-4,"2931",52.1
"Sweden",1895,-4,"3074",54.16
"Sweden",1896,-4,"3154",53.49
"Sweden",1897,-4,"3278",54.14
"Sweden",1898,-4,"3391",54.69
"Sweden",1899,-4,"3475",50.95
"Sweden",1900,-4,"3489",52.27
"Sweden",1901,-4,"3580",52.92
"Sweden",1902,-4,"3534",54.76
"Sweden",1903,-4,"3720",55.09
"Sweden",1904,-4,"3784",55.4
"Sweden",1905,-4,"3730",54.55
"Sweden",1906,-4,"4029",56.7
"Sweden",1907,-3,"4298",56.98
"Sweden",1908,-2,"4166",56.42
"Sweden",1909,0,"4189",58.42
"Sweden",1910,1,"4266",57.8
"Sweden",1911,2,"4377",58.03
"Sweden",1912,4,"4547",57.79
"Sweden",1913,5,"4836",58.68
"Sweden",1914,6,"4943",58.26
"Sweden",1915,8,"5120",57.2
"Sweden",1916,9,"5410",58.22
"Sweden",1917,10,"5086",58.9
"Sweden",1918,10,"4705",49.81
"Sweden",1919,10,"4781",56.57
"Sweden",1920,10,"5090",58.81
"Sweden",1921,10,"4838",61.03
"Sweden",1922,10,"5195",61.05
"Sweden",1923,10,"5372",63
"Sweden",1924,10,"5749",62
"Sweden",1925,10,"5891",62.56
"Sweden",1926,10,"6190",62.79
"Sweden",1927,10,"6403",61.59
"Sweden",1928,10,"6598",62.27
"Sweden",1929,10,"7003",62.32
"Sweden",1930,10,"7317",63.19
"Sweden",1931,10,"7142",62.69
"Sweden",1932,10,"6875",63.95
"Sweden",1933,10,"7000",64.83
"Sweden",1934,10,"7465",64.98
"Sweden",1935,10,"7821",64.86
"Sweden",1936,10,"8092",64.61
"Sweden",1937,10,"8305",64.63
"Sweden",1938,10,"8573",65.57
"Sweden",1939,10,"9199",66.4
"Sweden",1940,10,"8517",66.74
"Sweden",1941,10,"8278",67.03
"Sweden",1942,10,"8340",68.97
"Sweden",1943,10,"8598",68.72
"Sweden",1944,10,"8840",67.73
"Sweden",1945,10,"9088",68.33
"Sweden",1946,10,"9985",69.5
"Sweden",1947,10,"10787",69.46
"Sweden",1948,10,"10925",70.72
"Sweden",1949,10,"11278",70.79
"Sweden",1950,10,"11977",71.13
"Sweden",1951,10,"11890",71.35
"Sweden",1952,10,"12133",71.84
"Sweden",1953,10,"12221",71.88
"Sweden",1954,10,"12896",72.34
"Sweden",1955,10,"13177",72.58
"Sweden",1956,10,"13642",72.64
"Sweden",1957,10,"13956",72.47
"Sweden",1958,10,"14031",73.11
"Sweden",1959,10,"14598",73.34
"Sweden",1960,10,"15097",73.01
"Sweden",1961,10,"15998",73.47
"Sweden",1962,10,"16607",73.34
"Sweden",1963,10,"17228",73.53
"Sweden",1964,10,"18434",73.7
"Sweden",1965,10,"19142",73.85
"Sweden",1966,10,"19222",74.09
"Sweden",1967,10,"19709",74.12
"Sweden",1968,10,"20401",73.99
"Sweden",1969,10,"21168",74.11
"Sweden",1970,10,"22054",74.66
"Sweden",1971,10,"22277",74.58
"Sweden",1972,10,"22308",74.68
"Sweden",1973,10,"23232",74.83
"Sweden",1974,10,"25048",74.94
"Sweden",1975,10,"25353",74.95
"Sweden",1976,10,"25378",74.96
"Sweden",1977,10,"24567",75.39
"Sweden",1978,10,"24784",75.48
"Sweden",1979,10,"25827",75.52
"Sweden",1980,10,"26010",75.74
"Sweden",1981,10,"25869",76.04
"Sweden",1982,10,"26431",76.36
"Sweden",1983,10,"26808",76.6
"Sweden",1984,10,"27890",76.86
"Sweden",1985,10,"28202",76.72
"Sweden",1986,10,"29138",76.98
"Sweden",1987,10,"29889",77.12
"Sweden",1988,10,"30596",77.01
"Sweden",1989,10,"31161",77.67
"Sweden",1990,10,"30901",77.6
"Sweden",1991,10,"30340",77.7
"Sweden",1992,10,"29813",78.1
"Sweden",1993,10,"29028",78.3
"Sweden",1994,10,"30000",78.5
"Sweden",1995,10,"31044",78.9
"Sweden",1996,10,"31465",79.1
"Sweden",1997,10,"32360",79.4
"Sweden",1998,10,"33709",79.5
"Sweden",1999,10,"35208",79.5
"Sweden",2000,10,"36816",79.7
"Sweden",2001,10,"37292",79.8
"Sweden",2002,10,"37941",80
"Sweden",2003,10,"38702",80.2
"Sweden",2004,10,"40216",80.2
"Sweden",2005,10,"41184",80.6
"Sweden",2006,10,"42873",80.8
"Sweden",2007,10,"44005",80.9
"Sweden",2008,10,"43421",81.1
"Sweden",2009,10,"40820",81.2
"Sweden",2010,10,"42898",81.6
"Sweden",2011,10,"43709",81.7
"Turkey",1800,-10,"1221",35
"Turkey",1801,-10,"1221",35
"Turkey",1802,-10,"1222",35
"Turkey",1803,-10,"1222",35
"Turkey",1804,-10,"1222",35
"Turkey",1805,-10,"1222",35
"Turkey",1806,-10,"1222",35
"Turkey",1807,-10,"1222",35
"Turkey",1808,-10,"1223",35
"Turkey",1809,-10,"1223",35
"Turkey",1810,-10,"1223",35
"Turkey",1811,-10,"1223",35
"Turkey",1812,-10,"1223",35
"Turkey",1813,-10,"1224",35
"Turkey",1814,-10,"1224",35
"Turkey",1815,-10,"1224",35
"Turkey",1816,-10,"1224",35
"Turkey",1817,-10,"1224",35
"Turkey",1818,-10,"1224",35
"Turkey",1819,-10,"1225",35
"Turkey",1820,-10,"1225",35
"Turkey",1821,-10,"1231",35
"Turkey",1822,-10,"1238",35
"Turkey",1823,-10,"1244",35
"Turkey",1824,-10,"1251",35
"Turkey",1825,-10,"1258",35
"Turkey",1826,-10,"1264",35
"Turkey",1827,-10,"1271",35
"Turkey",1828,-10,"1278",35
"Turkey",1829,-10,"1285",35
"Turkey",1830,-10,"1292",35
"Turkey",1831,-10,"1298",35
"Turkey",1832,-10,"1305",35
"Turkey",1833,-10,"1312",35
"Turkey",1834,-10,"1319",35
"Turkey",1835,-10,"1326",35
"Turkey",1836,-10,"1333",35
"Turkey",1837,-10,"1340",35
"Turkey",1838,-10,"1348",35
"Turkey",1839,-10,"1355",35
"Turkey",1840,-10,"1362",35
"Turkey",1841,-10,"1369",35
"Turkey",1842,-10,"1376",35
"Turkey",1843,-10,"1384",35
"Turkey",1844,-10,"1391",35
"Turkey",1845,-10,"1399",35
"Turkey",1846,-10,"1406",35
"Turkey",1847,-10,"1413",35
"Turkey",1848,-10,"1421",35
"Turkey",1849,-10,"1429",35
"Turkey",1850,-10,"1436",35
"Turkey",1851,-10,"1444",35
"Turkey",1852,-10,"1451",35
"Turkey",1853,-10,"1459",35
"Turkey",1854,-10,"1467",35
"Turkey",1855,-10,"1475",35
"Turkey",1856,-10,"1483",35
"Turkey",1857,-10,"1490",35
"Turkey",1858,-10,"1498",35
"Turkey",1859,-10,"1506",35
"Turkey",1860,-10,"1514",35
"Turkey",1861,-10,"1522",35
"Turkey",1862,-10,"1531",35
"Turkey",1863,-10,"1539",35
"Turkey",1864,-10,"1547",35
"Turkey",1865,-10,"1555",35
"Turkey",1866,-10,"1563",35
"Turkey",1867,-10,"1572",35
"Turkey",1868,-10,"1580",35
"Turkey",1869,-10,"1588",35
"Turkey",1870,-10,"1597",35
"Turkey",1871,-10,"1608",35
"Turkey",1872,-10,"1619",35
"Turkey",1873,-10,"1605",35
"Turkey",1874,-10,"1590",35
"Turkey",1875,-10,"1576",35
"Turkey",1876,-4,"1562",35
"Turkey",1877,-10,"1548",35
"Turkey",1878,-10,"1534",35
"Turkey",1879,-10,"1520",35
"Turkey",1880,-10,"1535",35
"Turkey",1881,-10,"1601",35
"Turkey",1882,-10,"1669",35
"Turkey",1883,-10,"1741",35
"Turkey",1884,-10,"1754",35
"Turkey",1885,-10,"1768",35
"Turkey",1886,-10,"1782",35
"Turkey",1887,-10,"1795",35
"Turkey",1888,-10,"1809",35
"Turkey",1889,-10,"1823",35
"Turkey",1890,-10,"1838",35
"Turkey",1891,-10,"1852",35
"Turkey",1892,-10,"1866",35
"Turkey",1893,-10,"1881",35
"Turkey",1894,-10,"1895",35
"Turkey",1895,-10,"1910",35
"Turkey",1896,-10,"1925",35
"Turkey",1897,-10,"1939",35
"Turkey",1898,-10,"1954",35
"Turkey",1899,-10,"1970",35
"Turkey",1900,-10,"1985",35
"Turkey",1901,-10,"2000",35
"Turkey",1902,-10,"2016",35
"Turkey",1903,-10,"2031",35
"Turkey",1904,-10,"2047",35
"Turkey",1905,-10,"2063",35
"Turkey",1906,-10,"2079",35
"Turkey",1907,-10,"2095",35
"Turkey",1908,-4,"2111",35
"Turkey",1909,-1,"2128",35
"Turkey",1910,-1,"2144",35
"Turkey",1911,-1,"2162",35
"Turkey",1912,-1,"2181",35
"Turkey",1913,-1,"2200",35
"Turkey",1914,-1,"2088",27
"Turkey",1915,-1,"1981",7
"Turkey",1916,-1,"1880",19
"Turkey",1917,-1,"1784",22
"Turkey",1918,-1,"1694",19.07
"Turkey",1919,-1,"1607",30
"Turkey",1920,-1,"1525",29
"Turkey",1921,-1,"1449",29
"Turkey",1922,0,"1377",33
"Turkey",1923,-6,"1308",35
"Turkey",1924,-6,"1557",35
"Turkey",1925,-6,"1725",35
"Turkey",1926,-6,"1993",35
"Turkey",1927,-6,"1803",35
"Turkey",1928,-6,"1970",35
"Turkey",1929,-6,"2252",35
"Turkey",1930,-6,"2323",35
"Turkey",1931,-6,"2426",35.06
"Turkey",1932,-6,"2247",35.12
"Turkey",1933,-6,"2507",35.18
"Turkey",1934,-7,"2529",35.25
"Turkey",1935,-7,"2544",35.31
"Turkey",1936,-7,"2981",35.37
"Turkey",1937,-7,"3031",35.43
"Turkey",1938,-7,"3246",34.61
"Turkey",1939,-7,"3420",33.79
"Turkey",1940,-7,"3163",32.98
"Turkey",1941,-7,"2851",32.24
"Turkey",1942,-7,"2947",31.49
"Turkey",1943,-7,"2651",32.92
"Turkey",1944,-7,"2514",34.35
"Turkey",1945,-7,"2154",35.78
"Turkey",1946,7,"2722",37.21
"Turkey",1947,7,"2812",38.64
"Turkey",1948,7,"3123",39.4
"Turkey",1949,7,"2901",40.17
"Turkey",1950,7,"3103",40.94
"Turkey",1951,7,"3701",41.2
"Turkey",1952,7,"3963",41.68
"Turkey",1953,7,"4361",42.2
"Turkey",1954,4,"3892",42.76
"Turkey",1955,4,"4156",43.35
"Turkey",1956,4,"4122",43.99
"Turkey",1957,4,"4943",44.67
"Turkey",1958,4,"5252",45.38
"Turkey",1959,4,"4869",46.13
"Turkey",1960,7,"4735",46.91
"Turkey",1961,9,"4691",47.71
"Turkey",1962,9,"4849",48.52
"Turkey",1963,9,"5188",49.35
"Turkey",1964,9,"5296",50.15
"Turkey",1965,8,"5309",50.96
"Turkey",1966,8,"5906",51.74
"Turkey",1967,8,"6020",52.48
"Turkey",1968,8,"6295",53.21
"Turkey",1969,8,"6470",53.91
"Turkey",1970,8,"6740",54.59
"Turkey",1971,-2,"6765",55.27
"Turkey",1972,-2,"7186",55.96
"Turkey",1973,9,"7442",56.65
"Turkey",1974,9,"7991",57.36
"Turkey",1975,9,"8381",58.08
"Turkey",1976,9,"9142",58.81
"Turkey",1977,9,"8863",59.55
"Turkey",1978,9,"8400",60.29
"Turkey",1979,9,"8160",61.03
"Turkey",1980,-5,"7828",61.74
"Turkey",1981,-5,"8518",62.45
"Turkey",1982,-5,"8323",63.15
"Turkey",1983,7,"8535",63.82
"Turkey",1984,7,"8798",64.49
"Turkey",1985,7,"9163",65.15
"Turkey",1986,7,"9556",65.76
"Turkey",1987,7,"10351",66.37
"Turkey",1988,7,"10421",66.96
"Turkey",1989,9,"10103",67.53
"Turkey",1990,9,"10670",68.1
"Turkey",1991,9,"10568",68.5
"Turkey",1992,9,"10920",69.2
"Turkey",1993,8,"11569",69.7
"Turkey",1994,8,"10857",69.8
"Turkey",1995,8,"11530",70
"Turkey",1996,8,"12190",70.6
"Turkey",1997,7,"12911",71.2
"Turkey",1998,7,"13008",72
"Turkey",1999,7,"12381",71.5
"Turkey",2000,7,"13025",73.8
"Turkey",2001,7,"12106",74.4
"Turkey",2002,7,"12669",75.1
"Turkey",2003,7,"13151",75.1
"Turkey",2004,7,"14187",75.8
"Turkey",2005,7,"15176",76.2
"Turkey",2006,7,"16013",76.7
"Turkey",2007,7,"16551",77.4
"Turkey",2008,7,"16454",77.8
"Turkey",2009,7,"15467",78.5
"Turkey",2010,7,"16674",78.8
"Turkey",2011,9,"17908",78.8
"United Kingdom",1800,-2,"3431",38.65
"United Kingdom",1801,-2,"3439",37.35
"United Kingdom",1802,-2,"3450",38.62
"United Kingdom",1803,-2,"3339",37.32
"United Kingdom",1804,-2,"3291",41.44
"United Kingdom",1805,-2,"3439",42.32
"United Kingdom",1806,-2,"3377",43.22
"United Kingdom",1807,-2,"3549",40.05
"United Kingdom",1808,-2,"3340",40.35
"United Kingdom",1809,-2,"3401",41.74
"United Kingdom",1810,-2,"3575",38.35
"United Kingdom",1811,-2,"3492",39.89
"United Kingdom",1812,-2,"3298",41.83
"United Kingdom",1813,-2,"3423",43.04
"United Kingdom",1814,-2,"3296",40.24
"United Kingdom",1815,-2,"3589",41.13
"United Kingdom",1816,-2,"3345",39.94
"United Kingdom",1817,-2,"3348",41.04
"United Kingdom",1818,-2,"3295",39.85
"United Kingdom",1819,-2,"3195",40.52
"United Kingdom",1820,-2,"3403",41.31
"United Kingdom",1821,-2,"3406",41.78
"United Kingdom",1822,-2,"3415",41.35
"United Kingdom",1823,-2,"3460",40.05
"United Kingdom",1824,-2,"3597",39.19
"United Kingdom",1825,-2,"3628",39.94
"United Kingdom",1826,-2,"3390",39.83
"United Kingdom",1827,-2,"3605",41.14
